ID,population_2017
"ohio,logan",45282
"ohio,lorain",307622
"ohio,lucas",431033
"ohio,madison",44047
"ohio,mahoning",230010
"ohio,marion",64941
"ohio,medina",178240
"ohio,meigs",23081
"ohio,mercer",40910
"ohio,miami",105265
"ohio,monroe",13950
"ohio,montgomery",531669
"ohio,morgan",14683
"ohio,morrow",34943
"ohio,muskingum",86148
"ohio,noble",14411
"ohio,ottawa",40632
"ohio,paulding",18838
"ohio,perry",35994
"ohio,pickaway",57762
"ohio,pike",28227
"ohio,portage",162625
"ohio,preble",41114
"ohio,putnam",33854
"ohio,richland",120543
"ohio,ross",77320
"ohio,sandusky",59112
"ohio,scioto",75898
"ohio,seneca",55281
"ohio,shelby",48703
"ohio,stark",372077
"ohio,summit",541742
"ohio,trumbull",200314
"ohio,tuscarawas",92411
"ohio,union",56797
"ohio,van wert",28291
"ohio,vinton",13101
"ohio,warren",228859
"ohio,washington",60462
"ohio,wayne",116247
"ohio,williams",36746
"ohio,wood",130532
"ohio,wyandot",22064
"oklahoma,adair",21981
"oklahoma,alfalfa",5900
"oklahoma,atoka",13838
"oklahoma,beaver",5361
"oklahoma,beckham",21804
"oklahoma,blaine",9510
"oklahoma,bryan",46460
"oklahoma,caddo",29270
"oklahoma,canadian",140053
"oklahoma,carter",48295
"oklahoma,cherokee",48925
"oklahoma,choctaw",14815
"oklahoma,cimarron",2149
"oklahoma,cleveland",279928
"oklahoma,coal",5631
"oklahoma,comanche",121746
"oklahoma,cotton",5843
"oklahoma,craig",14355
"oklahoma,creek",71774
"oklahoma,custer",28942
"oklahoma,delaware",42582
"oklahoma,dewey",4887
"oklahoma,ellis",3975
"oklahoma,garfield",61492
"oklahoma,garvin",27870
"oklahoma,grady",54887
"oklahoma,grant",4380
"oklahoma,greer",5797
"oklahoma,harmon",2697
"oklahoma,harper",3858
"oklahoma,haskell",12729
"oklahoma,hughes",13292
"oklahoma,jackson",25213
"oklahoma,jefferson",6175
"oklahoma,johnston",11097
"oklahoma,kay",44522
"oklahoma,kingfisher",15663
"oklahoma,kiowa",8862
"oklahoma,latimer",10350
"oklahoma,le flore",49874
"oklahoma,lincoln",35017
"oklahoma,logan",46833
"oklahoma,love",10052
"oklahoma,major",39334
"oklahoma,marshall",32877
"oklahoma,mayes",19735
"oklahoma,mcclain",7674
"oklahoma,mccurtain",16413
"oklahoma,mcintosh",40969
"oklahoma,murray",13899
"oklahoma,muskogee",68959
"oklahoma,noble",11306
"oklahoma,nowata",10297
"oklahoma,okfuskee",12098
"oklahoma,oklahoma",787197
"oklahoma,okmulgee",38848
"oklahoma,osage",47328
"oklahoma,ottawa",31325
"oklahoma,pawnee",16451
"oklahoma,payne",81867
"oklahoma,pittsburg",44145
"oklahoma,pontotoc",38354
"oklahoma,pottawatomie",72248
"oklahoma,pushmataha",11117
"oklahoma,roger mills",3671
"oklahoma,rogers",91479
"oklahoma,seminole",24880
"oklahoma,sequoyah",41334
"oklahoma,stephens",43411
"oklahoma,texas",20856
"oklahoma,tillman",7425
"oklahoma,tulsa",646727
"oklahoma,wagoner",79003
"oklahoma,washington",52016
"oklahoma,washita",11152
"oklahoma,woods",9064
"oklahoma,woodward",20497
"oregon,baker",16079
"oregon,benton",91567
"oregon,clackamas",412821
"oregon,clatsop",39119
"oregon,columbia",51795
"oregon,coos",63781
"oregon,crook",23091
"oregon,curry",22676
"oregon,deschutes",186807
"oregon,douglas",109284
"oregon,gilliam",1865
"oregon,grant",7170
"oregon,harney",7286
"oregon,hood river",23476
"oregon,jackson",216761
"oregon,jefferson",23700
"oregon,josephine",86653
"oregon,klamath",66789
"oregon,lake",7890
"oregon,lane",375617
"oregon,lincoln",48820
"oregon,linn",124977
"oregon,malheur",30460
"oregon,marion",341217
"oregon,morrow",11215
"oregon,multnomah",808781
"oregon,polk",83751
"oregon,sherman",1741
"oregon,tillamook",26574
"oregon,umatilla",77096
"oregon,union",26286
"oregon,wallowa",7035
"oregon,wasco",26321
"oregon,washington",591164
"oregon,wheeler",1355
"oregon,yamhill",105572
"pennsylvania,adams",102367
"pennsylvania,allegheny",1220656
"pennsylvania,armstrong",65876
"pennsylvania,beaver",165703
"pennsylvania,bedford",48438
"pennsylvania,berks",417524
"pennsylvania,blair",123175
"pennsylvania,bradford",60988
"pennsylvania,bucks",627028
"pennsylvania,butler",187004
"pennsylvania,cambria",133054
"pennsylvania,cameron",4621
"pennsylvania,carbon",63865
"pennsylvania,centre",162250
"pennsylvania,chester",518934
"pennsylvania,clarion",38975
"pennsylvania,clearfield",79775
"pennsylvania,clinton",38837
"pennsylvania,columbia",65649
"pennsylvania,crawford",85788
"pennsylvania,cumberland",249238
"pennsylvania,dauphin",275831
"pennsylvania,delaware",563487
"pennsylvania,elk",30290
"pennsylvania,erie",273892
"pennsylvania,fayette",131427
"pennsylvania,forest",7311
"pennsylvania,franklin",154487
"pennsylvania,fulton",14475
"pennsylvania,greene",36849
"pennsylvania,huntingdon",45374
"pennsylvania,indiana",84879
"pennsylvania,jefferson",43828
"pennsylvania,juniata",24628
"pennsylvania,lackawanna",210640
"pennsylvania,lancaster",541054
"pennsylvania,lawrence",86652
"pennsylvania,lebanon",139566
"pennsylvania,lehigh",365371
"pennsylvania,luzerne",317624
"pennsylvania,lycoming",113930
"pennsylvania,mckean",41329
"pennsylvania,mercer",111551
"pennsylvania,mifflin",46334
"pennsylvania,monroe",168089
"pennsylvania,montgomery",824562
"pennsylvania,montour",18275
"pennsylvania,northampton",302976
"pennsylvania,northumberland",91767
"pennsylvania,perry",46032
"pennsylvania,philadelphia",1580221
"pennsylvania,pike",55523
"pennsylvania,potter",16835
"pennsylvania,schuylkill",142666
"pennsylvania,snyder",40585
"pennsylvania,somerset",74356
"pennsylvania,sullivan",6139
"pennsylvania,susquehanna",40975
"pennsylvania,tioga",40701
"pennsylvania,union",44756
"pennsylvania,venango",51823
"pennsylvania,warren",39677
"pennsylvania,washington",207296
"pennsylvania,wayne",51215
"pennsylvania,westmoreland",352321
"pennsylvania,wyoming",27381
"pennsylvania,york",445722
"rhode island,bristol",48800
"rhode island,kent",163541
"rhode island,newport",83018
"rhode island,providence",634758
"rhode island,washington",126369
"south carolina,abbeville",24560
"south carolina,aiken",168256
"south carolina,allendale",9001
"south carolina,anderson",198268
"south carolina,bamberg",14397
"south carolina,barnwell",21356
"south carolina,beaufort",186492
"south carolina,berkeley",214470
"south carolina,calhoun",14693
"south carolina,charleston",401738
"south carolina,cherokee",56925
"south carolina,chester",32285
"south carolina,chesterfield",45920
"south carolina,clarendon",34000
"south carolina,colleton",37594
"south carolina,darlington",67033
"south carolina,dillon",30551
"south carolina,dorchester",158881
"south carolina,edgefield",26772
"south carolina,fairfield",22612
"south carolina,florence",138513
"south carolina,georgetown",61841
"south carolina,greenville",506552
"south carolina,greenwood",70587
"south carolina,hampton",19501
"south carolina,horry",332651
"south carolina,jasper",28398
"south carolina,kershaw",65092
"south carolina,lancaster",92624
"south carolina,laurens",66915
"south carolina,lee",17267
"south carolina,lexington",290818
"south carolina,marion",9567
"south carolina,marlboro",31292
"south carolina,mccormick",26702
"south carolina,newberry",38428
"south carolina,oconee",77437
"south carolina,orangeburg",87673
"south carolina,pickens",123687
"south carolina,richland",411471
"south carolina,saluda",20424
"south carolina,spartanburg",306632
"south carolina,sumter",106514
"south carolina,union",27498
"south carolina,williamsburg",31185
"south carolina,york",266146
"south dakota,aurora",2757
"south dakota,beadle",18602
"south dakota,bennett",3441
"south dakota,bon homme",6984
"south dakota,brookings",34668
"south dakota,brown",39313
"south dakota,brule",5321
"south dakota,buffalo",2015
"south dakota,butte",10102
"south dakota,campbell",1374
"south dakota,charles mix",9425
"south dakota,clark",3686
"south dakota,clay",14021
"south dakota,codington",28083
"south dakota,corson",4207
"south dakota,custer",8666
"south dakota,davison",19848
"south dakota,day",5515
"south dakota,deuel",4293
"south dakota,dewey",5857
"south dakota,douglas",2925
"south dakota,edmunds",3922
"south dakota,fall river",6695
"south dakota,faulk",2330
"south dakota,grant",7187
"south dakota,gregory",4218
"south dakota,haakon",1928
"south dakota,hamlin",6026
"south dakota,hand",3281
"south dakota,hanson",3411
"south dakota,harding",1241
"south dakota,hughes",17670
"south dakota,hutchinson",7376
"south dakota,hyde",1303
"south dakota,jackson",3301
"south dakota,jerauld",2033
"south dakota,jones",926
"south dakota,kingsbury",4937
"south dakota,lake",12792
"south dakota,lawrence",25606
"south dakota,lincoln",56668
"south dakota,lyman",3883
"south dakota,marshall",5511
"south dakota,mccook",2408
"south dakota,mcpherson",4998
"south dakota,meade",27982
"south dakota,mellette",2067
"south dakota,miner",2214
"south dakota,minnehaha",190028
"south dakota,moody",6540
"south dakota,pennington",14364
"south dakota,perkins",110221
"south dakota,potter",2953
"south dakota,roberts",2212
"south dakota,sanborn",10307
"south dakota,shannon",2454
"south dakota,spink",6517
"south dakota,stanley",2994
"south dakota,sully",1409
"south dakota,todd",10245
"south dakota,tripp",5450
"south dakota,turner",8314
"south dakota,union",15247
"south dakota,walworth",5561
"south dakota,yankton",22699
"south dakota,ziebach",2754
"tennessee,anderson",76187
"tennessee,bedford",48138
"tennessee,benton",15959
"tennessee,bledsoe",14730
"tennessee,blount",129900
"tennessee,bradley",105317
"tennessee,campbell",39626
"tennessee,cannon",14168
"tennessee,carroll",27833
"tennessee,carter",56476
"tennessee,cheatham",40285
"tennessee,chester",17135
"tennessee,claiborne",31635
"tennessee,clay",7691
"tennessee,cocke",35481
"tennessee,coffee",54941
"tennessee,crockett",14465
"tennessee,cumberland",59005
"tennessee,davidson",689006
"tennessee,de kalb",11725
"tennessee,decatur",19846
"tennessee,dickson",52785
"tennessee,dyer",37403
"tennessee,fayette",40065
"tennessee,fentress",18120
"tennessee,franklin",41584
"tennessee,gibson",49118
"tennessee,giles",29385
"tennessee,grainger",23124
"tennessee,greene",68759
"tennessee,grundy",13334
"tennessee,hamblen",64111
"tennessee,hamilton",361132
"tennessee,hancock",6584
"tennessee,hardeman",25401
"tennessee,hardin",25783
"tennessee,hawkins",56470
"tennessee,haywood",17596
"tennessee,henderson",27726
"tennessee,henry",32420
"tennessee,hickman",24848
"tennessee,houston",8173
"tennessee,humphreys",18449
"tennessee,jackson",11677
"tennessee,jefferson",53732
"tennessee,johnson",17641
"tennessee,knox",460932
"tennessee,lake",7459
"tennessee,lauderdale",26108
"tennessee,lawrence",43327
"tennessee,lewis",12022
"tennessee,lincoln",33833
"tennessee,loudon",52175
"tennessee,macon",52895
"tennessee,madison",25989
"tennessee,marion",23892
"tennessee,marshall",97586
"tennessee,maury",28418
"tennessee,mcminn",32934
"tennessee,mcnairy",92220
"tennessee,meigs",12056
"tennessee,monroe",46098
"tennessee,montgomery",200015
"tennessee,moore",6363
"tennessee,morgan",21514
"tennessee,obion",30403
"tennessee,overton",21990
"tennessee,perry",7962
"tennessee,pickett",5063
"tennessee,polk",16765
"tennessee,putnam",77366
"tennessee,rhea",32742
"tennessee,roane",52932
"tennessee,robertson",70154
"tennessee,rutherford",316677
"tennessee,scott",21985
"tennessee,sequatchie",14752
"tennessee,sevier",97277
"tennessee,shelby",935973
"tennessee,smith",19650
"tennessee,stewart",13368
"tennessee,sullivan",156951
"tennessee,sumner",183584
"tennessee,tipton",61311
"tennessee,trousdale",10855
"tennessee,unicoi",17755
"tennessee,union",19407
"tennessee,van buren",5708
"tennessee,warren",40690
"tennessee,washington",127613
"tennessee,wayne",16556
"tennessee,weakley",33296
"tennessee,white",26744
"tennessee,williamson",225920
"tennessee,wilson",136540
"texas,anderson",58212
"texas,andrews",17631
"texas,angelina",87711
"texas,aransas",25447
"texas,archer",8786
"texas,armstrong",1881
"texas,atascosa",49069
"texas,austin",29757
"texas,bailey",7054
"texas,bandera",22324
"texas,bastrop",84809
"texas,baylor",3559
"texas,bee",32599
"texas,bell",347851
"texas,bexar",1958841
"texas,blanco",11513
"texas,borden",670
"texas,bosque",18318
"texas,bowie",93977
"texas,brazoria",362700
"texas,brazos",223572
"texas,brewster",9330
"texas,briscoe",1518
"texas,brooks",7153
"texas,brown",37870
"texas,burleson",18068
"texas,burnet",46654
"texas,caldwell",42425
"texas,calhoun",21770
"texas,callahan",13968
"texas,cameron",423181
"texas,camp",12874
"texas,carson",6010
"texas,cass",29980
"texas,castro",7760
"texas,chambers",41399
"texas,cherokee",52182
"texas,childress",7281
"texas,clay",10495
"texas,cochran",2853
"texas,coke",3303
"texas,coleman",8415
"texas,collin",971393
"texas,collingsworth",2978
"texas,colorado",21228
"texas,comal",140790
"texas,comanche",13547
"texas,concho",4311
"texas,cooke",39984
"texas,coryell",74883
"texas,cottle",1381
"texas,crane",4713
"texas,crockett",3555
"texas,crosby",5872
"texas,culberson",2237
"texas,dallam",7211
"texas,dallas",2622799
"texas,dawson",12766
"texas,de witt",18851
"texas,deaf smith",5286
"texas,delta",835330
"texas,denton",20208
"texas,dickens",2207
"texas,dimmit",10346
"texas,donley",3351
"texas,duval",11272
"texas,eastland",18342
"texas,ector",157173
"texas,edwards",1941
"texas,el paso",173636
"texas,ellis",840545
"texas,erath",41862
"texas,falls",17403
"texas,fannin",34572
"texas,fayette",25176
"texas,fisher",3904
"texas,floyd",5864
"texas,foard",1206
"texas,fort bend",766136
"texas,franklin",10780
"texas,freestone",19654
"texas,frio",19564
"texas,gaines",20635
"texas,galveston",334304
"texas,garza",6559
"texas,gillespie",26530
"texas,glasscock",1360
"texas,goliad",7548
"texas,gonzales",20796
"texas,gray",22121
"texas,grayson",131214
"texas,gregg",123123
"texas,grimes",27977
"texas,guadalupe",159841
"texas,hale",34044
"texas,hall",3059
"texas,hamilton",8394
"texas,hansford",5483
"texas,hardeman",3964
"texas,hardin",57159
"texas,harris",4664159
"texas,harrison",66540
"texas,hartley",5721
"texas,haskell",5783
"texas,hays",214277
"texas,hemphill",3945
"texas,henderson",81061
"texas,hidalgo",858323
"texas,hill",35819
"texas,hockley",22995
"texas,hood",58154
"texas,hopkins",36493
"texas,houston",23116
"texas,howard",36198
"texas,hudspeth",4600
"texas,hunt",93927
"texas,hutchinson",21362
"texas,irion",1511
"texas,jack",8821
"texas,jackson",14818
"texas,jasper",35550
"texas,jeff davis",2271
"texas,jefferson",256591
"texas,jim hogg",5245
"texas,jim wells",40930
"texas,johnson",167101
"texas,jones",19852
"texas,karnes",15516
"texas,kaufman",122845
"texas,kendall",43984
"texas,kenedy",422
"texas,kent",760
"texas,kerr",51850
"texas,kimble",4406
"texas,king",289
"texas,kinney",3775
"texas,kleberg",31152
"texas,knox",3683
"texas,la salle",49597
"texas,lamar",13198
"texas,lamb",20919
"texas,lampasas",7567
"texas,lavaca",20019
"texas,lee",17139
"texas,leon",17249
"texas,liberty",83809
"texas,limestone",23517
"texas,lipscomb",3376
"texas,live oak",12185
"texas,llano",21205
"texas,loving",136
"texas,lubbock",304875
"texas,lynn",5841
"texas,madison",7960
"texas,marion",251147
"texas,martin",785
"texas,mason",14255
"texas,matagorda",10073
"texas,maverick",5562
"texas,mcculloch",4203
"texas,mclennan",36811
"texas,mcmullen",58227
"texas,medina",50210
"texas,menard",2121
"texas,midland",165386
"texas,milam",24985
"texas,mills",4937
"texas,mitchell",8232
"texas,montague",19429
"texas,montgomery",572146
"texas,moore",21878
"texas,morris",12381
"texas,motley",1229
"texas,nacogdoches",65599
"texas,navarro",48779
"texas,newton",13930
"texas,nolan",14837
"texas,nueces",361014
"texas,ochiltree",10060
"texas,oldham",2113
"texas,orange",84936
"texas,palo pinto",28575
"texas,panola",23219
"texas,parker",133704
"texas,parmer",9796
"texas,pecos",15618
"texas,polk",49016
"texas,potter",120518
"texas,presidio",7155
"texas,rains",11751
"texas,randall",134433
"texas,reagan",3700
"texas,real",3427
"texas,red river",12203
"texas,reeves",15295
"texas,refugio",7199
"texas,roberts",937
"texas,robertson",17185
"texas,rockwall",96877
"texas,runnels",10333
"texas,rusk",54320
"texas,sabine",10441
"texas,san augustine",8292
"texas,san jacinto",28242
"texas,san patricio",67223
"texas,san saba",6032
"texas,schleicher",2995
"texas,scurry",17004
"texas,shackelford",3305
"texas,shelby",25311
"texas,sherman",3041
"texas,smith",227460
"texas,somervell",8847
"texas,starr",64267
"texas,stephens",9307
"texas,sterling",1301
"texas,stonewall",1387
"texas,sutton",3798
"texas,swisher",7481
"texas,tarrant",2057468
"texas,taylor",136696
"texas,terrell",820
"texas,terry",12458
"texas,throckmorton",1519
"texas,titus",32806
"texas,tom green",117689
"texas,travis",1227771
"texas,trinity",14710
"texas,tyler",21523
"texas,upshur",41151
"texas,upton",3661
"texas,uvalde",27098
"texas,val verde",49096
"texas,van zandt",55202
"texas,victoria",92103
"texas,walker",72383
"texas,waller",51285
"texas,ward",11423
"texas,washington",34897
"texas,webb",273982
"texas,wharton",41916
"texas,wheeler",5326
"texas,wichita",131899
"texas,wilbarger",12747
"texas,willacy",21574
"texas,williamson",545948
"texas,wilson",49215
"texas,winkler",7574
"texas,wise",65863
"texas,wood",44291
"texas,yoakum",8562
"texas,young",17978
"texas,zapata",14283
"texas,zavala",11965
"utah,beaver",6396
"utah,box elder",53967
"utah,cache",124564
"utah,carbon",20168
"utah,daggett",1022
"utah,davis",346881
"utah,duchesne",19915
"utah,emery",10020
"utah,garfield",5061
"utah,grand",9640
"utah,iron",50822
"utah,juab",11248
"utah,kane",7537
"utah,millard",12829
"utah,morgan",11875
"utah,piute",1413
"utah,rich",2402
"utah,salt lake",1137820
"utah,san juan",15320
"utah,sanpete",29991
"utah,sevier",21317
"utah,summit",41349
"utah,tooele",67418
"utah,uintah",35219
"utah,utah",606503
"utah,wasatch",31975
"utah,washington",165859
"utah,wayne",2721
"utah,weber",251866
"vermont,addison",36940
"vermont,bennington",35713
"vermont,caledonia",30154
"vermont,chittenden",162891
"vermont,essex",6213
"vermont,franklin",49007
"vermont,grand isle",6983
"vermont,lamoille",25345
"vermont,orange",28999
"vermont,orleans",26834
"vermont,rutland",59000
"vermont,washington",58283
"vermont,windham",42906
"vermont,windsor",55257
"virginia,accomack",32566
"virginia,albemarle",107788
"virginia,alleghany",15119
"virginia,amelia",12965
"virginia,amherst",31863
"virginia,appomattox",15701
"virginia,arlington",235121
"virginia,augusta",75082
"virginia,bath",4285
"virginia,bedford",78239
"virginia,bland",6351
"virginia,botetourt",33236
"virginia,brunswick",16616
"virginia,buchanan",21500
"virginia,buckingham",17027
"virginia,campbell",55086
"virginia,caroline",30433
"virginia,carroll",29747
"virginia,charles city",7000
"virginia,charlotte",12082
"virginia,chesapeake city",240327
"virginia,chesterfield",343163
"virginia,clarke",14449
"virginia,craig",5065
"virginia,culpeper",51267
"virginia,cumberland",9813
"virginia,dickenson",14721
"virginia,dinwiddie",28459
"virginia,essex",11011
"virginia,fairfax",1146883
"virginia,fauquier",69528
"virginia,floyd",15785
"virginia,fluvanna",26417
"virginia,franklin",56326
"virginia,frederick",86499
"virginia,giles",16771
"virginia,gloucester",37309
"virginia,goochland",22691
"virginia,grayson",15677
"virginia,greene",19648
"virginia,greensville",11716
"virginia,halifax",34532
"virginia,hampton",134581
"virginia,hanover",105850
"virginia,henrico",327148
"virginia,henry",51250
"virginia,highland",2217
"virginia,isle of wight",36571
"virginia,james city",75459
"virginia,king and queen",7000
"virginia,king george",26302
"virginia,king william",16705
"virginia,lancaster",10779
"virginia,lee",23795
"virginia,loudoun",396995
"virginia,louisa",35885
"virginia,lunenburg",12231
"virginia,madison",13245
"virginia,mathews",8731
"virginia,mecklenburg",30712
"virginia,middlesex",10643
"virginia,montgomery",98283
"virginia,nelson",14804
"virginia,new kent",21698
"virginia,newport news",179398
"virginia,norfolk",244922
"virginia,northampton",11887
"virginia,northumberland",12277
"virginia,nottoway",15467
"virginia,orange",35931
"virginia,page",23755
"virginia,patrick",17708
"virginia,pittsylvania",61341
"virginia,powhatan",28691
"virginia,prince edward",22708
"virginia,prince george",37895
"virginia,prince william",463551
"virginia,pulaski",34194
"virginia,rappahannock",7333
"virginia,richmond",8925
"virginia,roanoke",93763
"virginia,rockbridge",22609
"virginia,rockingham",80313
"virginia,russell",27027
"virginia,scott",21767
"virginia,shenandoah",43271
"virginia,smyth",30722
"virginia,southampton",17743
"virginia,spotsylvania",132802
"virginia,stafford",146790
"virginia,suffolk",90275
"virginia,surry",6522
"virginia,sussex",11380
"virginia,tazewell",41146
"virginia,virginia beach",449962
"virginia,warren",39357
"virginia,washington",54415
"virginia,westmoreland",17736
"virginia,wise",38611
"virginia,wythe",28872
"virginia,york",67878
"washington,adams",19681
"washington,asotin",22507
"washington,benton",198453
"washington,chelan",76479
"washington,clallam",75712
"washington,clark",474492
"washington,columbia",4023
"washington,cowlitz",106900
"washington,douglas",42167
"washington,ferry",7590
"washington,franklin",92117
"washington,garfield",2205
"washington,grant",95821
"washington,grays harbor",72553
"washington,island",83285
"washington,jefferson",31191
"washington,king",2204229
"washington,kitsap",266550
"washington,kittitas",46157
"washington,klickitat",21750
"washington,lewis",78230
"washington,lincoln",10579
"washington,mason",63801
"washington,okanogan",41898
"washington,pacific",21684
"washington,pend oreille",13363
"washington,pierce",877201
"washington,san juan",16725
"washington,skagit",126026
"washington,skamania",11837
"washington,snohomish",803039
"washington,spokane",505928
"washington,stevens",44667
"washington,thurston",280289
"washington,wahkiakum",4280
"washington,walla walla",60652
"washington,whatcom",221650
"washington,whitman",49344
"washington,yakima",250377
"west virginia,barbour",16499
"west virginia,berkeley",115007
"west virginia,boone",22374
"west virginia,braxton",14224
"west virginia,brooke",22390
"west virginia,cabell",94486
"west virginia,calhoun",7322
"west virginia,clay",8714
"west virginia,doddridge",8529
"west virginia,fayette",43577
"west virginia,gilmer",8057
"west virginia,grant",11649
"west virginia,greenbrier",35243
"west virginia,hampshire",23398
"west virginia,hancock",29425
"west virginia,hardy",13838
"west virginia,harrison",67923
"west virginia,jackson",28907
"west virginia,jefferson",56406
"west virginia,kanawha",183310
"west virginia,lewis",16192
"west virginia,lincoln",20878
"west virginia,logan",33043
"west virginia,marion",18521
"west virginia,marshall",56369
"west virginia,mason",31216
"west virginia,mcdowell",26818
"west virginia,mercer",59801
"west virginia,mineral",27180
"west virginia,mingo",24138
"west virginia,monongalia",105916
"west virginia,monroe",13373
"west virginia,morgan",17709
"west virginia,nicholas",25134
"west virginia,ohio",42056
"west virginia,pendleton",6970
"west virginia,pleasants",7453
"west virginia,pocahontas",8487
"west virginia,preston",33823
"west virginia,putnam",56665
"west virginia,raleigh",75062
"west virginia,randolph",28894
"west virginia,ritchie",9816
"west virginia,roane",14010
"west virginia,summers",12891
"west virginia,taylor",16910
"west virginia,tucker",6991
"west virginia,tyler",8807
"west virginia,upshur",24546
"west virginia,wayne",40192
"west virginia,webster",8363
"west virginia,wetzel",15425
"west virginia,wirt",5790
"west virginia,wood",85083
"west virginia,wyoming",21248
"wisconsin,adams",19891
"wisconsin,ashland",15513
"wisconsin,barron",45164
"wisconsin,bayfield",15033
"wisconsin,brown",261863
"wisconsin,buffalo",13107
"wisconsin,burnett",15313
"wisconsin,calumet",49994
"wisconsin,chippewa",63762
"wisconsin,clark",34569
"wisconsin,columbia",57236
"wisconsin,crawford",16223
"wisconsin,dane",536780
"wisconsin,dodge",87750
"wisconsin,door",27480
"wisconsin,douglas",43327
"wisconsin,dunn",44699
"wisconsin,eau claire",103674
"wisconsin,florence",4356
"wisconsin,fond du lac",102371
"wisconsin,forest",8970
"wisconsin,grant",51806
"wisconsin,green",36847
"wisconsin,green lake",18785
"wisconsin,iowa",23714
"wisconsin,iron",5672
"wisconsin,jackson",20474
"wisconsin,jefferson",84775
"wisconsin,juneau",26479
"wisconsin,kenosha",168582
"wisconsin,kewaunee",20397
"wisconsin,la crosse",118116
"wisconsin,lafayette",16689
"wisconsin,langlade",19171
"wisconsin,lincoln",27766
"wisconsin,manitowoc",79140
"wisconsin,marathon",135415
"wisconsin,marinette",40290
"wisconsin,marquette",15283
"wisconsin,menominee",4643
"wisconsin,milwaukee",950588
"wisconsin,monroe",45617
"wisconsin,oconto",37526
"wisconsin,oneida",35287
"wisconsin,outagamie",186064
"wisconsin,ozaukee",88430
"wisconsin,pepin",7246
"wisconsin,pierce",41983
"wisconsin,polk",43387
"wisconsin,portage",70608
"wisconsin,price",13406
"wisconsin,racine",195949
"wisconsin,richland",17488
"wisconsin,rock",162320
"wisconsin,rusk",14179
"wisconsin,sauk",63918
"wisconsin,sawyer",16391
"wisconsin,shawano",40881
"wisconsin,sheboygan",115235
"wisconsin,st croix",88607
"wisconsin,taylor",20333
"wisconsin,trempealeau",29361
"wisconsin,vernon",30737
"wisconsin,vilas",21706
"wisconsin,walworth",102956
"wisconsin,washburn",15770
"wisconsin,washington",135063
"wisconsin,waukesha",401070
"wisconsin,waupaca",51153
"wisconsin,waushara",24186
"wisconsin,winnebago",170375
"wisconsin,wood",73112
"wyoming,albany",38430
"wyoming,big horn",11879
"wyoming,campbell",46251
"wyoming,carbon",15242
"wyoming,converse",13744
"wyoming,crook",7424
"wyoming,fremont",39834
"wyoming,goshen",13404
"wyoming,hot springs",4686
"wyoming,johnson",8442
"wyoming,laramie",98460
"wyoming,lincoln",19259
"wyoming,natrona",79556
"wyoming,niobrara",2397
"wyoming,park",29189
"wyoming,platte",8561
"wyoming,sheridan",30132
"wyoming,sublette",9759
"wyoming,sweetwater",43547
"wyoming,teton",23261
"wyoming,uinta",20456
"wyoming,washakie",8035
"wyoming,weston",6986
